Subject;trial_id;condition_id;object_number;duration;distance;hit_try;letter;input_letters;right_letters;levensthein_distance;buchstabe_1;buchstabe_2;buchstabe_3;buchstabe_4;buchstabe_5;buchstabe_6;buchstabe_7
10;1;2;7;1.633179;-126;1;C;DBDCBDC;DBDCBDC;0;1;1;1;1;1;1;1
10;2;2;1;1.977051;108;2;C;;C;;;;;;;;
10;2;2;2;2.021729;144;1;C;;CC;;;;;;;;
10;2;2;3;1.699707;126;1;D;;CCD;;;;;;;;
10;2;2;4;1.844604;90;1;D;;CCDD;;;;;;;;
10;2;2;5;1.400146;-108;1;A;;CCDDA;;;;;;;;
10;2;2;6;1.666748;108;1;A;;CCDDAA;;;;;;;;
10;2;2;7;2.099976;126;1;B;CCDDAAB;CCDDAAB;0;1;1;1;1;1;1;1
10;3;2;1;1.610596;-126;1;C;;C;;;;;;;;
10;3;2;2;1.577881;126;1;B;;CB;;;;;;;;
10;3;2;3;2.100098;144;1;C;;CBC;;;;;;;;
10;3;2;4;1.321777;-108;1;A;;CBCA;;;;;;;;
10;3;2;5;1.899902;126;1;B;;CBCAB;;;;;;;;
10;3;2;6;2.555908;144;1;C;;CBCABC;;;;;;;;
10;3;2;7;2.333984;162;1;A;CBCDBCA;CBCABCA;1;1;1;1;0;1;1;1
10;4;2;1;1.934326;108;1;D;;D;;;;;;;;
10;4;2;2;1.255859;-108;1;C;;DC;;;;;;;;
10;4;2;3;2.045166;-162;1;A;;DCA;;;;;;;;
10;4;2;4;4.177246;-90;3;B;;DCAB;;;;;;;;
10;4;2;5;1.577881;144;1;C;;DCABC;;;;;;;;
10;4;2;6;1.632568;108;1;A;;DCABCA;;;;;;;;
10;4;2;7;1.823486;-144;1;C;DCABCDB;DCABCAC;2;1;1;1;1;1;0;0
10;5;2;1;2.244385;-162;1;B;;B;;;;;;;;
10;5;2;2;1.489014;-108;1;C;;BC;;;;;;;;
10;5;2;3;1.054443;72;1;C;;BCC;;;;;;;;
10;5;2;4;1.511475;108;1;D;;BCCD;;;;;;;;
10;5;2;5;2.044434;-162;1;B;;BCCDB;;;;;;;;
10;5;2;6;1.044678;72;1;B;;BCCDBB;;;;;;;;
10;5;2;7;1.610596;-126;1;D;BCCDBCA;BCCDBBD;2;1;1;1;1;1;0;0
10;6;2;1;1.667236;-126;1;D;;D;;;;;;;;
10;6;2;2;2.188965;-144;1;D;;DD;;;;;;;;
10;6;2;3;1.800293;-144;1;D;;DDD;;;;;;;;
10;6;2;4;2.577637;180;1;A;;DDDA;;;;;;;;
10;6;2;5;1.444336;-90;1;C;;DDDAC;;;;;;;;
10;6;2;6;1.920898;-126;1;C;;DDDACC;;;;;;;;
10;6;2;7;2.088867;-144;1;A;DDDACCA;DDDACCA;0;1;1;1;1;1;1;1
10;7;2;1;1.900146;162;1;C;;C;;;;;;;;
10;7;2;2;2.366699;-162;1;D;;CD;;;;;;;;
10;7;2;3;1.978027;-180;1;D;;CDD;;;;;;;;
10;7;2;4;2.555176;-162;1;D;;CDDD;;;;;;;;
10;7;2;5;1.434326;144;1;D;;CDDDD;;;;;;;;
10;7;2;6;2.277832;-162;1;D;;CDDDDD;;;;;;;;
10;7;2;7;1.421875;-108;1;A;CDDDDDA;CDDDDDA;0;1;1;1;1;1;1;1
10;8;2;1;2.01123;162;1;B;;B;;;;;;;;
10;8;2;2;1.543701;126;1;A;;BA;;;;;;;;
10;8;2;3;1.678223;-144;1;C;;BAC;;;;;;;;
10;8;2;4;1.332275;108;1;A;;BACA;;;;;;;;
10;8;2;5;1.800293;-90;1;B;;BACAB;;;;;;;;
10;8;2;6;2.355469;180;1;B;;BACABB;;;;;;;;
10;8;2;7;1.44458;-126;1;A;BCACBCD;BACABBA;4;1;0;0;0;1;0;0
10;9;2;1;1.533203;126;1;D;;D;;;;;;;;
10;9;2;2;1.411133;-126;1;B;;DB;;;;;;;;
10;9;2;3;2.901123;180;2;A;;DBA;;;;;;;;
10;9;2;4;2.122559;-180;1;C;;DBAC;;;;;;;;
10;9;2;5;2.789063;144;1;B;;DBACB;;;;;;;;
10;9;2;6;1.666992;72;1;B;;DBACBB;;;;;;;;
10;9;2;7;2.744629;180;1;B;DBACBBB;DBACBBB;0;1;1;1;1;1;1;1
10;10;2;1;2.266602;126;1;B;;B;;;;;;;;
10;10;2;2;2.865723;162;1;A;;BA;;;;;;;;
10;10;2;3;2.077881;126;1;B;;BAB;;;;;;;;
10;10;2;4;1.311279;-90;1;B;;BABB;;;;;;;;
10;10;2;5;1.410889;-90;1;A;;BABBA;;;;;;;;
10;10;2;6;2.072266;162;1;B;;BABBAB;;;;;;;;
10;10;2;7;2.266846;180;1;B;BAABBAB;BABBABB;2;1;1;0;1;0;0;1
11;1;3;1;1.123642;-180;1;A;;A;;;;;;;;
11;1;3;2;1.387909;162;1;B;;AB;;;;;;;;
11;1;3;3;1.716553;180;1;A;;ABA;;;;;;;;
11;1;3;4;4.378082;-162;2;C;;ABAC;;;;;;;;
11;1;3;5;3.755829;-90;2;A;;ABACA;;;;;;;;
11;1;3;6;1.267181;-90;1;D;;ABACAD;;;;;;;;
11;1;3;7;2.327026;-144;1;D;ABACADD;ABACADD;0;1;1;1;1;1;1;1
11;2;3;1;1.310455;-144;1;C;;C;;;;;;;;
11;2;3;2;2.055817;108;1;D;;CD;;;;;;;;
11;2;3;3;2.30011;144;2;D;;CDD;;;;;;;;
11;2;3;4;1.511047;126;1;B;;CDDB;;;;;;;;
11;2;3;5;3.055695;-144;1;A;;CDDBA;;;;;;;;
11;2;3;6;1.010895;-108;1;B;;CDDBAB;;;;;;;;
11;2;3;7;4.433411;144;1;D;CDDBACD;CDDBABD;1;1;1;1;1;1;0;1
11;3;3;1;0.9223938;144;1;B;;B;;;;;;;;
11;3;3;2;2.339417;-180;1;D;;BD;;;;;;;;
11;3;3;3;2.405273;180;1;C;;BDC;;;;;;;;
11;3;3;4;1.59967;162;2;D;;BDCD;;;;;;;;
11;3;3;5;1.311615;90;2;D;;BDCDD;;;;;;;;
11;3;3;6;0.8398132;54;2;A;;BDCDDA;;;;;;;;
11;3;3;7;3.889069;-126;1;B;BCDDABC;BDCDDAB;2;1;0;0;1;0;0;0
11;4;3;1;1.733398;90;1;B;;B;;;;;;;;
11;4;3;2;2.377136;144;1;C;;BC;;;;;;;;
11;4;3;3;3.282471;162;1;C;;BCC;;;;;;;;
11;4;3;4;5.967102;144;2;C;;BCCC;;;;;;;;
11;4;3;5;1.222198;108;2;D;;BCCCD;;;;;;;;
11;4;3;6;2.952118;-162;1;A;;BCCCDA;;;;;;;;
11;4;3;7;1.888977;180;1;C;BCCCDAC;BCCCDAC;0;1;1;1;1;1;1;1
11;5;3;1;1.833801;-144;1;B;;B;;;;;;;;
11;5;3;2;0.9994202;-90;1;B;;BB;;;;;;;;
11;5;3;3;1.350128;-126;1;A;;BBA;;;;;;;;
11;5;3;4;3.022003;-108;2;B;;BBAB;;;;;;;;
11;5;3;5;1.399811;-144;1;A;;BBABA;;;;;;;;
11;5;3;6;2.344788;162;1;D;;BBABAD;;;;;;;;
11;5;3;7;1.216339;-126;1;A;BBABABD;BBABADA;2;1;1;1;1;1;0;0
11;6;3;1;1.821533;144;1;C;;C;;;;;;;;
11;6;3;2;2.901001;-144;1;A;;CA;;;;;;;;
11;6;3;3;1.900421;-144;1;C;;CAC;;;;;;;;
11;6;3;4;2.2229;-90;1;A;;CACA;;;;;;;;
11;6;3;5;1.366699;-144;1;A;;CACAA;;;;;;;;
11;6;3;6;4.078705;-126;1;A;;CACAAA;;;;;;;;
11;6;3;7;1.721985;-180;1;C;CACAAAC;CACAAAC;0;1;1;1;1;1;1;1
11;7;3;1;3.526764;126;2;B;;B;;;;;;;;
11;7;3;2;2.421661;-108;1;D;;BD;;;;;;;;
11;7;3;3;1.744507;126;1;D;;BDD;;;;;;;;
11;7;3;4;3.311737;-90;2;C;;BDDC;;;;;;;;
11;7;3;5;1.509979;-180;1;C;;BDDCC;;;;;;;;
11;7;3;6;2.933167;-126;1;A;;BDDCCA;;;;;;;;
11;7;3;7;1.788879;144;1;B;BDDCCAB;BDDCCAB;0;1;1;1;1;1;1;1
11;8;3;1;1.332764;144;1;C;;C;;;;;;;;
11;8;3;2;2.199646;-144;1;C;;CC;;;;;;;;
11;8;3;3;1.044495;-126;1;A;;CCA;;;;;;;;
11;8;3;4;1.966064;-108;1;C;;CCAC;;;;;;;;
11;8;3;5;1.044312;-90;1;C;;CCACC;;;;;;;;
11;8;3;6;2.811096;-162;1;D;;CCACCD;;;;;;;;
11;8;3;7;1.444641;-126;1;B;CCACCDB;CCACCDB;0;1;1;1;1;1;1;1
11;9;3;1;1.987488;162;1;A;;A;;;;;;;;
11;9;3;2;1.023254;90;1;D;;AD;;;;;;;;
11;9;3;3;2.610229;-126;1;A;;ADA;;;;;;;;
11;9;3;4;0.9282227;-108;1;B;;ADAB;;;;;;;;
11;9;3;5;3.444641;162;2;D;;ADABD;;;;;;;;
11;9;3;6;1.733643;-144;1;A;;ADABDA;;;;;;;;
11;9;3;7;5.149414;144;2;A;ADBADBA;ADABDAA;3;1;1;0;0;1;0;1
11;10;3;1;1.622498;-90;1;D;;D;;;;;;;;
11;10;3;2;1.998962;-126;1;A;;DA;;;;;;;;
11;10;3;3;0.777771;-108;1;A;;DAA;;;;;;;;
11;10;3;4;1.055786;108;1;D;;DAAD;;;;;;;;
11;10;3;5;2.394653;-108;1;D;;DAADD;;;;;;;;
11;10;3;6;1.478516;-90;1;D;;DAADDD;;;;;;;;
11;10;3;7;2.910706;162;1;C;DAADDDC;DAADDDC;0;1;1;1;1;1;1;1
11;1;2;1;1.85553;144;1;C;;C;;;;;;;;
11;1;2;2;3.077332;180;2;D;;CD;;;;;;;;
11;1;2;3;1.222473;-126;1;D;;CDD;;;;;;;;
11;1;2;4;1.199951;126;1;B;;CDDB;;;;;;;;
11;1;2;5;1.822144;-162;1;B;;CDDBB;;;;;;;;
11;1;2;6;4.200684;-162;2;B;;CDDBBB;;;;;;;;
11;1;2;7;1.522888;162;1;C;CCDCBBC;CDDBBBC;2;1;0;1;0;1;1;1
11;2;2;1;2.322754;-162;2;C;;C;;;;;;;;
11;2;2;2;3.566284;-162;2;C;;CC;;;;;;;;
11;2;2;3;1.421753;144;1;A;;CCA;;;;;;;;
11;2;2;4;1.244141;144;1;D;;CCAD;;;;;;;;
11;2;2;5;1.161072;-108;1;C;;CCADC;;;;;;;;
11;2;2;6;1.811279;-162;1;A;;CCADCA;;;;;;;;
11;2;2;7;1.061707;72;2;A;CCACDAC;CCADCAA;3;1;1;1;0;0;1;0
11;3;2;1;0.8660278;90;1;A;;A;;;;;;;;
11;3;2;2;0.9110107;-90;2;C;;AC;;;;;;;;
11;3;2;3;0.9553223;-126;1;C;;ACC;;;;;;;;
11;3;2;4;0.7644043;90;1;C;;ACCC;;;;;;;;
11;3;2;5;1.476135;144;1;C;;ACCCC;;;;;;;;
11;3;2;6;1.366943;144;1;D;;ACCCCD;;;;;;;;
11;3;2;7;1.499146;-180;1;B;ACCCCDB;ACCCCDB;0;1;1;1;1;1;1;1
11;4;2;1;1.165161;-162;1;D;;D;;;;;;;;
11;4;2;2;0.9880371;-144;1;A;;DA;;;;;;;;
11;4;2;3;0.8395996;126;1;B;;DAB;;;;;;;;
11;4;2;4;1.33252;108;1;C;;DABC;;;;;;;;
11;4;2;5;1.612061;108;1;C;;DABCC;;;;;;;;
11;4;2;6;1.567017;126;1;C;;DABCCC;;;;;;;;
11;4;2;7;1.811646;-162;1;B;DABCCCB;DABCCCB;0;1;1;1;1;1;1;1
11;5;2;1;0.800415;90;1;D;;D;;;;;;;;
11;5;2;2;0.755127;-108;1;B;;DB;;;;;;;;
11;5;2;3;1.622559;-180;1;D;;DBD;;;;;;;;
11;5;2;4;2.044189;162;1;D;;DBDD;;;;;;;;
11;5;2;5;1.422363;-144;1;B;;DBDDB;;;;;;;;
11;5;2;6;1.871216;162;1;A;;DBDDBA;;;;;;;;
11;5;2;7;1.350342;-162;1;C;DBDDBAC;DBDDBAC;0;1;1;1;1;1;1;1
11;6;2;1;1.544067;-162;1;A;;A;;;;;;;;
11;6;2;2;0.8214111;108;1;C;;AC;;;;;;;;
11;6;2;3;0.9598389;126;1;A;;ACA;;;;;;;;
11;6;2;4;3.294556;108;2;B;;ACAB;;;;;;;;
11;6;2;5;1.188599;90;1;C;;ACABC;;;;;;;;
11;6;2;6;0.8879395;-126;1;D;;ACABCD;;;;;;;;
11;6;2;7;1.04895;126;1;D;ACABCDD;ACABCDD;0;1;1;1;1;1;1;1
11;7;2;1;0.8886719;-126;1;D;;D;;;;;;;;
11;7;2;2;1.444702;-180;1;C;;DC;;;;;;;;
11;7;2;3;0.7008057;-90;1;C;;DCC;;;;;;;;
11;7;2;4;0.6661377;-90;1;B;;DCCB;;;;;;;;
11;7;2;5;1.133179;126;1;B;;DCCBB;;;;;;;;
11;7;2;6;1.122681;126;1;C;;DCCBBC;;;;;;;;
11;7;2;7;0.6999512;72;1;B;DCCBBCB;DCCBBCB;0;1;1;1;1;1;1;1
11;8;2;1;1.065552;-144;1;D;;D;;;;;;;;
11;8;2;2;2.133423;-126;2;A;;DA;;;;;;;;
11;8;2;3;1.033813;90;1;B;;DAB;;;;;;;;
11;8;2;4;1.422729;-144;1;A;;DABA;;;;;;;;
11;8;2;5;1.632446;162;1;D;;DABAD;;;;;;;;
11;8;2;6;0.8223877;-90;1;C;;DABADC;;;;;;;;
11;8;2;7;1.422363;108;1;C;DABADCC;DABADCC;0;1;1;1;1;1;1;1
11;9;2;1;1.310913;108;1;A;;A;;;;;;;;
11;9;2;2;1.446655;-180;1;C;;AC;;;;;;;;
11;9;2;3;0.8006592;-108;1;D;;ACD;;;;;;;;
11;9;2;4;3.377563;144;2;A;;ACDA;;;;;;;;
11;9;2;5;2.306641;108;2;B;;ACDAB;;;;;;;;
11;9;2;6;2.310669;-162;1;B;;ACDABB;;;;;;;;
11;9;2;7;1.122192;108;1;D;ACADDBC;ACDABBD;4;1;1;0;0;0;1;0
11;10;2;1;1.644165;180;1;A;;A;;;;;;;;
11;10;2;2;1.510864;144;1;B;;AB;;;;;;;;
11;10;2;3;0.8552246;-108;1;C;;ABC;;;;;;;;
11;10;2;4;1.021606;-144;1;B;;ABCB;;;;;;;;
11;10;2;5;1.18811;-144;1;B;;ABCBB;;;;;;;;
11;10;2;6;3.927246;-144;2;D;;ABCBBD;;;;;;;;
11;10;2;7;1.598633;-180;1;A;ABCBBDA;ABCBBDA;0;1;1;1;1;1;1;1
11;1;1;1;1.810303;180;1;D;;D;;;;;;;;
11;1;1;2;0.9998779;-126;1;C;;DC;;;;;;;;
11;1;1;3;1.421753;162;1;D;;DCD;;;;;;;;
11;1;1;4;0.6947021;-90;1;A;;DCDA;;;;;;;;
11;1;1;5;1.054565;-126;1;D;;DCDAD;;;;;;;;
11;1;1;6;1.054565;126;1;C;;DCDADC;;;;;;;;
11;1;1;7;1.000366;-108;1;B;DCDADBA;DCDADCB;2;1;1;1;1;1;0;0
11;2;1;1;1.56604;144;1;C;;C;;;;;;;;
11;2;1;2;1.689453;162;1;C;;CC;;;;;;;;
11;2;1;3;0.9553223;54;2;C;;CCC;;;;;;;;
11;2;1;4;1.000366;108;1;A;;CCCA;;;;;;;;
11;2;1;5;1.322144;162;2;A;;CCCAA;;;;;;;;
11;2;1;6;0.8728027;108;1;C;;CCCAAC;;;;;;;;
11;2;1;7;1.555542;126;1;B;CCCAACB;CCCAACB;0;1;1;1;1;1;1;1
11;3;1;1;0.5766602;-144;1;A;;A;;;;;;;;
11;3;1;2;0.7880859;90;1;B;;AB;;;;;;;;
11;3;1;3;0.666748;-90;1;B;;ABB;;;;;;;;
11;3;1;4;2.299683;144;3;D;;ABBD;;;;;;;;
11;3;1;5;1.044678;-126;1;B;;ABBDB;;;;;;;;
11;3;1;6;1.55542;144;1;C;;ABBDBC;;;;;;;;
11;3;1;7;1.256348;-144;1;A;ABBDBAC;ABBDBCA;2;1;1;1;1;1;0;0
11;4;1;1;1.092529;-108;1;C;;C;;;;;;;;
11;4;1;2;0.9377441;90;1;C;;CC;;;;;;;;
11;4;1;3;2.843384;-180;2;A;;CCA;;;;;;;;
11;4;1;4;2.056274;-162;1;B;;CCAB;;;;;;;;
11;4;1;5;1.521851;-180;2;B;;CCABB;;;;;;;;
11;4;1;6;2.144409;-162;1;C;;CCABBC;;;;;;;;
11;4;1;7;0.9445801;108;1;A;CCBACBA;CCABBCA;3;1;1;0;0;0;0;1
11;5;1;1;1.16626;-108;1;B;;B;;;;;;;;
11;5;1;2;1.522217;126;1;C;;BC;;;;;;;;
11;5;1;3;1.378296;90;1;A;;BCA;;;;;;;;
11;5;1;4;1.552979;144;1;D;;BCAD;;;;;;;;
11;5;1;5;1.57312;-162;1;B;;BCADB;;;;;;;;
11;5;1;6;1.500122;-126;1;A;;BCADBA;;;;;;;;
11;5;1;7;1.577148;162;1;B;BCDABAC;BCADBAB;3;1;1;0;0;1;1;0
11;6;1;1;2.16626;90;2;A;;A;;;;;;;;
11;6;1;2;1.956055;-180;2;C;;AC;;;;;;;;
11;6;1;3;1.050415;90;1;A;;ACA;;;;;;;;
11;6;1;4;1.111328;-144;1;A;;ACAA;;;;;;;;
11;6;1;5;1.149414;-126;1;C;;ACAAC;;;;;;;;
11;6;1;6;1.154053;126;1;B;;ACAACB;;;;;;;;
11;6;1;7;0.8947754;90;1;A;ACAACBA;ACAACBA;0;1;1;1;1;1;1;1
11;7;1;1;1.222778;-162;1;B;;B;;;;;;;;
11;7;1;2;1.672607;180;1;A;;BA;;;;;;;;
11;7;1;3;1.366455;-180;1;B;;BAB;;;;;;;;
11;7;1;4;1.577759;126;1;C;;BABC;;;;;;;;
11;7;1;5;1.111084;90;1;D;;BABCD;;;;;;;;
11;7;1;6;1.122192;-90;1;B;;BABCDB;;;;;;;;
11;7;1;7;1.47168;-126;1;D;BACABDD;BABCDBD;3;1;1;0;0;0;0;1
11;8;1;1;1.621704;-162;1;B;;B;;;;;;;;
11;8;1;2;1.632324;126;1;D;;BD;;;;;;;;
11;8;1;3;0.987793;-126;1;A;;BDA;;;;;;;;
11;8;1;4;3.932251;162;2;D;;BDAD;;;;;;;;
11;8;1;5;1.377441;180;1;A;;BDADA;;;;;;;;
11;8;1;6;1.355469;-144;1;C;;BDADAC;;;;;;;;
11;8;1;7;0.8442383;90;1;C;BDADACC;BDADACC;0;1;1;1;1;1;1;1
11;9;1;1;0.7655029;-90;1;B;;B;;;;;;;;
11;9;1;2;1.210571;162;1;A;;BA;;;;;;;;
11;9;1;3;1.066528;-162;1;D;;BAD;;;;;;;;
11;9;1;4;0.7880859;90;1;C;;BADC;;;;;;;;
11;9;1;5;1.033569;108;1;D;;BADCD;;;;;;;;
11;9;1;6;1.055298;-162;1;D;;BADCDD;;;;;;;;
11;9;1;7;1.27771;162;1;D;BADCDDD;BADCDDD;0;1;1;1;1;1;1;1
11;10;1;1;0.5770264;72;1;A;;A;;;;;;;;
11;10;1;2;0.8778076;90;1;C;;AC;;;;;;;;
11;10;1;3;1.23938;126;1;B;;ACB;;;;;;;;
11;10;1;4;1.388672;144;1;A;;ACBA;;;;;;;;
11;10;1;5;0.6835938;-90;1;D;;ACBAD;;;;;;;;
11;10;1;6;0.755127;72;1;B;;ACBADB;;;;;;;;
11;10;1;7;1.656006;-162;1;B;ACBADBB;ACBADBB;0;1;1;1;1;1;1;1
12;1;1;1;4.499908;162;1;B;;B;;;;;;;;
12;1;1;2;2.566162;-144;1;A;;BA;;;;;;;;
12;1;1;3;1.721985;-90;1;B;;BAB;;;;;;;;
12;1;1;4;2.45575;126;1;D;;BABD;;;;;;;;
12;1;1;5;2.532654;-90;1;D;;BABDD;;;;;;;;
12;1;1;6;2.488739;-126;1;B;;BABDDB;;;;;;;;
12;1;1;7;2.366608;126;1;B;BABDDBD;BABDDBB;1;1;1;1;1;1;1;0
12;2;1;1;5.955322;162;1;A;;A;;;;;;;;
12;2;1;2;2.599701;90;1;D;;AD;;;;;;;;
12;2;1;3;3.144043;144;1;A;;ADA;;;;;;;;
12;2;1;4;2.167267;-126;1;B;;ADAB;;;;;;;;
12;2;1;5;1.477448;108;1;B;;ADABB;;;;;;;;
12;2;1;6;1.448517;-90;1;C;;ADABBC;;;;;;;;
12;2;1;7;1.955719;-126;1;D;ADAABCD;ADABBCD;1;1;1;1;0;1;1;1
12;3;1;1;2.971405;162;1;C;;C;;;;;;;;
12;3;1;2;8.044067;-144;4;A;;CA;;;;;;;;
12;3;1;3;2.833313;144;1;B;;CAB;;;;;;;;
12;3;1;4;2.811035;144;1;C;;CABC;;;;;;;;
12;3;1;5;2.055542;-144;1;B;;CABCB;;;;;;;;
12;3;1;6;2.549591;-144;1;C;;CABCBC;;;;;;;;
12;3;1;7;1.633331;90;1;C;CABCBCC;CABCBCC;0;1;1;1;1;1;1;1
12;4;1;1;1.576996;-108;1;D;;D;;;;;;;;
12;4;1;2;1.866821;108;1;D;;DD;;;;;;;;
12;4;1;3;1.411102;90;1;B;;DDB;;;;;;;;
12;4;1;4;2.377777;180;1;C;;DDBC;;;;;;;;
12;4;1;5;3.200653;-162;1;B;;DDBCB;;;;;;;;
12;4;1;6;3.100189;144;1;B;;DDBCBB;;;;;;;;
12;4;1;7;1.69397;108;1;D;DDBCCDB;DDBCBBD;3;1;1;1;1;0;0;0
12;5;1;1;1.632874;-90;1;D;;D;;;;;;;;
12;5;1;2;1.767059;90;1;A;;DA;;;;;;;;
12;5;1;3;2.53363;144;1;C;;DAC;;;;;;;;
12;5;1;4;4.510925;162;1;A;;DACA;;;;;;;;
12;5;1;5;3.610901;144;1;C;;DACAC;;;;;;;;
12;5;1;6;2.177307;-126;1;B;;DACACB;;;;;;;;
12;5;1;7;4.533447;144;1;C;DACACBC;DACACBC;0;1;1;1;1;1;1;1
12;6;1;1;3.721252;144;1;D;;D;;;;;;;;
12;6;1;2;6.933655;180;1;C;;DC;;;;;;;;
12;6;1;3;1.477478;-108;1;B;;DCB;;;;;;;;
12;6;1;4;2.678345;-126;1;C;;DCBC;;;;;;;;
12;6;1;5;2.044861;-144;1;C;;DCBCC;;;;;;;;
12;6;1;6;2.348511;-126;1;C;;DCBCCC;;;;;;;;
12;6;1;7;2.199585;-90;2;A;DCACCCA;DCBCCCA;1;1;1;0;1;1;1;1
12;7;1;1;1.904663;-108;1;A;;A;;;;;;;;
12;7;1;2;5.46051;180;1;C;;AC;;;;;;;;
12;7;1;3;1.732483;108;1;B;;ACB;;;;;;;;
12;7;1;4;1.567688;-108;1;D;;ACBD;;;;;;;;
12;7;1;5;2.511108;-162;1;C;;ACBDC;;;;;;;;
12;7;1;6;2.888733;180;1;D;;ACBDCD;;;;;;;;
12;7;1;7;4.566833;-126;2;B;ACBDCDB;ACBDCDB;0;1;1;1;1;1;1;1
12;8;1;1;2.921692;162;1;A;;A;;;;;;;;
12;8;1;2;2.28949;-144;1;D;;AD;;;;;;;;
12;8;1;3;1.438965;-90;1;A;;ADA;;;;;;;;
12;8;1;4;3.944641;-108;2;A;;ADAA;;;;;;;;
12;8;1;5;2.677185;126;2;B;;ADAAB;;;;;;;;
12;8;1;6;3.527039;162;1;C;;ADAABC;;;;;;;;
12;8;1;7;1.477051;-108;1;B;ADAABCA;ADAABCB;1;1;1;1;1;1;1;0
12;9;1;1;2.332764;90;1;B;;B;;;;;;;;
12;9;1;2;6.800598;144;2;B;;BB;;;;;;;;
12;9;1;3;2.488464;126;2;D;;BBD;;;;;;;;
12;9;1;4;3.433167;-180;1;A;;BBDA;;;;;;;;
12;9;1;5;2.477295;144;1;D;;BBDAD;;;;;;;;
12;9;1;6;3.20459;162;1;B;;BBDADB;;;;;;;;
12;9;1;7;3.021362;162;1;C;BBDABDC;BBDADBC;2;1;1;1;1;0;0;1
12;10;1;1;2.143921;-144;1;A;;A;;;;;;;;
12;10;1;2;2.843628;162;2;D;;AD;;;;;;;;
12;10;1;3;2.100403;-162;1;D;;ADD;;;;;;;;
12;10;1;4;2.772644;162;1;C;;ADDC;;;;;;;;
12;10;1;5;1.23291;-90;1;B;;ADDCB;;;;;;;;
12;10;1;6;1.355469;90;1;D;;ADDCBD;;;;;;;;
12;10;1;7;3.299805;-144;2;B;ADDCBDB;ADDCBDB;0;1;1;1;1;1;1;1
12;1;2;1;1.610596;-90;1;D;;D;;;;;;;;
12;1;2;2;1.843994;-162;1;B;;DB;;;;;;;;
12;1;2;3;3.883057;180;2;C;;DBC;;;;;;;;
12;1;2;4;1.399658;90;1;D;;DBCD;;;;;;;;
12;1;2;5;1.577881;90;1;D;;DBCDD;;;;;;;;
12;1;2;6;1.322021;108;1;C;;DBCDDC;;;;;;;;
12;1;2;7;2.877686;-90;2;B;DBCDDCB;DBCDDCB;0;1;1;1;1;1;1;1
12;2;2;1;2.84375;162;1;C;;C;;;;;;;;
12;2;2;2;1.254639;-90;1;D;;CD;;;;;;;;
12;2;2;3;2.355957;162;1;C;;CDC;;;;;;;;
12;2;2;4;3.755127;-126;2;A;;CDCA;;;;;;;;
12;2;2;5;1.939453;-144;1;A;;CDCAA;;;;;;;;
12;2;2;6;1.845459;90;2;B;;CDCAAB;;;;;;;;
12;2;2;7;2.11084;-144;1;A;CDCAABA;CDCAABA;0;1;1;1;1;1;1;1
12;3;2;1;1.477539;-108;1;B;;B;;;;;;;;
12;3;2;2;2.06665;-144;1;C;;BC;;;;;;;;
12;3;2;3;2.071289;-144;1;C;;BCC;;;;;;;;
12;3;2;4;1.700195;-90;1;C;;BCCC;;;;;;;;
12;3;2;5;2.021484;162;1;B;;BCCCB;;;;;;;;
12;3;2;6;2.811279;162;1;B;;BCCCBB;;;;;;;;
12;3;2;7;2.366455;144;1;A;CBBCAAA;BCCCBBA;5;0;0;0;1;0;0;1
12;4;2;1;1.822266;-90;2;D;;D;;;;;;;;
12;4;2;2;1.477539;-90;1;C;;DC;;;;;;;;
12;4;2;3;1.473389;-90;1;D;;DCD;;;;;;;;
12;4;2;4;2.944092;180;1;B;;DCDB;;;;;;;;
12;4;2;5;1.905762;-144;1;D;;DCDBD;;;;;;;;
12;4;2;6;2.099365;-162;1;A;;DCDBDA;;;;;;;;
12;4;2;7;3.599854;162;2;D;CBCBDAD;DCDBDAD;3;0;0;0;1;1;1;1
12;5;2;1;6.466797;180;5;D;;D;;;;;;;;
12;5;2;2;2.444336;162;1;B;;DB;;;;;;;;
12;5;2;3;2.755127;162;1;C;;DBC;;;;;;;;
12;5;2;4;2.137939;-108;1;D;;DBCD;;;;;;;;
12;5;2;5;1.26123;90;1;C;;DBCDC;;;;;;;;
12;5;2;6;1.571289;108;1;D;;DBCDCD;;;;;;;;
12;5;2;7;2.354736;162;1;A;DBACDBB;DBCDCDA;4;1;1;0;0;0;0;0
12;6;2;1;1.644287;126;1;A;;A;;;;;;;;
12;6;2;2;2.433105;-180;1;C;;AC;;;;;;;;
12;6;2;3;3.538818;108;2;C;;ACC;;;;;;;;
12;6;2;4;1.267334;-108;1;B;;ACCB;;;;;;;;
12;6;2;5;1.311035;-90;1;C;;ACCBC;;;;;;;;
12;6;2;6;1.660889;144;1;C;;ACCBCC;;;;;;;;
12;6;2;7;1.443115;-108;1;B;ACCBCCB;ACCBCCB;0;1;1;1;1;1;1;1
12;7;2;1;3.388916;-162;2;C;;C;;;;;;;;
12;7;2;2;2.121582;162;1;C;;CC;;;;;;;;
12;7;2;3;2.222412;162;1;B;;CCB;;;;;;;;
12;7;2;4;2.310791;-180;1;C;;CCBC;;;;;;;;
12;7;2;5;1.47168;108;2;A;;CCBCA;;;;;;;;
12;7;2;6;1.521973;108;1;A;;CCBCAA;;;;;;;;
